Dateable,M079006,[5.6, 2]
Dateable,M074129,[2.6, 2]
Dateable,M099762,[6.2, 1]
Dateable,M003194,[0.0, 2]
Dateable,M019888,[2.2, 1]
Dateable,M080138,[4.5, 1]
Dateable,M019518,[3.1, 2]
Dateable,M031928,[4.3, 1]
Dateable,M069091,[3.1, 2]
Dateable,M071496,[4.6, 1]
Dateable,M081172,[4.6, 2]
Dateable,M014027,[4.3, 1]
Dateable,M077635,[2.1, 2]
Dateable,M015037,[2.0, 2]
Dateable,M083438,[6.8, 2]
Dateable,M007635,[4.8, 1]
Dateable,M080089,[1.2, 2]
Dateable,M024343,[2.4, 1]
Dateable,M095133,[1.6, 1]
Dateable,M012723,[2.4, 1]
Dateable,M053004,[2.5, 2]
Dateable,M051183,[1.5, 1]
Dateable,M035720,[4.0, 1]
Dateable,M036729,[3.8, 2]
Dateable,M083348,[3.0, 2]
Dateable,M089297,[1.2, 1]
Dateable,M053874,[2.2, 1]
Dateable,M069625,[5.1, 2]
Dateable,M032788,[5.2, 1]
Dateable,M028087,[5.0, 2]
Dateable,M006444,[1.9, 2]
Dateable,M023802,[2.8, 1]
Dateable,M015981,[4.0, 1]
Dateable,M051306,[2.0, 1]
Dateable,M003595,[0.3, 1]
Dateable,M061893,[4.5, 2]
Dateable,M017130,[1.0, 1]
Dateable,M078144,[6.1, 2]
Dateable,M012920,[0.0, 2]
Dateable,M063715,[4.3, 2]
Dateable,M018657,[5.9, 1]
Dateable,M030351,[6.1, 1]
Dateable,M012411,[4.1, 1]
Dateable,M047120,[4.8, 2]
Dateable,M007207,[2.9, 1]
Dateable,M047399,[3.5, 1]
Dateable,M045912,[3.4, 2]
Dateable,M026068,[6.7, 2]
Dateable,M075165,[1.1, 1]
Dateable,M040693,[5.4, 2]
Attractive,M079006,[4.9, 2]
Attractive,M074129,[2.7, 2]
Attractive,M099762,[6.0, 1]
Attractive,M003194,[1.0, 2]
Attractive,M019888,[4.4, 1]
Attractive,M080138,[4.7, 1]
Attractive,M019518,[1.8, 2]
Attractive,M031928,[4.8, 1]
Attractive,M069091,[0.9, 2]
Attractive,M071496,[6.6, 1]
Attractive,M081172,[5.2, 2]
Attractive,M014027,[4.0, 1]
Attractive,M077635,[2.8, 2]
Attractive,M015037,[4.5, 2]
Attractive,M083438,[2.2, 2]
Attractive,M007635,[5.2, 1]
Attractive,M080089,[1.7, 2]
Attractive,M024343,[3.4, 1]
Attractive,M095133,[0.5, 1]
Attractive,M012723,[2.7, 1]
Attractive,M053004,[2.6, 2]
Attractive,M051183,[3.0, 1]
Attractive,M035720,[5.8, 1]
Attractive,M036729,[4.7, 2]
Attractive,M083348,[4.9, 2]
Attractive,M089297,[0.6, 1]
Attractive,M053874,[5.4, 1]
Attractive,M069625,[3.4, 2]
Attractive,M032788,[5.7, 1]
Attractive,M028087,[6.1, 2]
Attractive,M006444,[4.7, 2]
Attractive,M023802,[2.7, 1]
Attractive,M015981,[2.8, 1]
Attractive,M051306,[1.5, 1]
Attractive,M003595,[2.6, 1]
Attractive,M061893,[2.9, 2]
Attractive,M017130,[1.5, 1]
Attractive,M078144,[7.6, 2]
Attractive,M012920,[2.4, 2]
Attractive,M063715,[3.5, 2]
Attractive,M018657,[5.2, 1]
Attractive,M030351,[5.7, 1]
Attractive,M012411,[4.3, 1]
Attractive,M047120,[4.3, 2]
Attractive,M007207,[2.7, 1]
Attractive,M047399,[4.6, 1]
Attractive,M045912,[3.5, 2]
Attractive,M026068,[3.9, 2]
Attractive,M075165,[1.7, 1]
Attractive,M040693,[5.5, 2]
Dominant,M079006,[5.4, 2]
Dominant,M074129,[2.3, 2]
Dominant,M099762,[5.6, 1]
Dominant,M003194,[2.8, 2]
Dominant,M019888,[4.4, 1]
Dominant,M080138,[4.0, 1]
Dominant,M019518,[4.1, 2]
Dominant,M031928,[4.6, 1]
Dominant,M069091,[3.1, 2]
Dominant,M071496,[5.7, 1]
Dominant,M081172,[4.0, 2]
Dominant,M014027,[4.7, 1]
Dominant,M077635,[5.6, 2]
Dominant,M015037,[5.9, 2]
Dominant,M083438,[3.0, 2]
Dominant,M007635,[5.5, 1]
Dominant,M080089,[3.0, 2]
Dominant,M024343,[3.6, 1]
Dominant,M095133,[2.2, 1]
Dominant,M012723,[2.6, 1]
Dominant,M053004,[4.2, 2]
Dominant,M051183,[4.9, 1]
Dominant,M035720,[5.9, 1]
Dominant,M036729,[4.7, 2]
Dominant,M083348,[5.0, 2]
Dominant,M089297,[0.3, 1]
Dominant,M053874,[5.0, 1]
Dominant,M069625,[3.0, 2]
Dominant,M032788,[5.3, 1]
Dominant,M028087,[7.2, 2]
Dominant,M006444,[4.4, 2]
Dominant,M023802,[4.5, 1]
Dominant,M015981,[4.4, 1]
Dominant,M051306,[1.7, 1]
Dominant,M003595,[4.7, 1]
Dominant,M061893,[4.9, 2]
Dominant,M017130,[1.2, 1]
Dominant,M078144,[5.7, 2]
Dominant,M012920,[4.3, 2]
Dominant,M063715,[4.5, 2]
Dominant,M018657,[4.4, 1]
Dominant,M030351,[5.7, 1]
Dominant,M012411,[4.7, 1]
Dominant,M047120,[3.4, 2]
Dominant,M007207,[5.5, 1]
Dominant,M047399,[5.1, 1]
Dominant,M045912,[4.7, 2]
Dominant,M026068,[4.7, 2]
Dominant,M075165,[4.3, 1]
Dominant,M040693,[4.6, 2]
Warm,M079006,[6.1, 2]
Warm,M074129,[1.7, 2]
Warm,M099762,[5.4, 1]
Warm,M003194,[1.4, 2]
Warm,M019888,[3.8, 1]
Warm,M080138,[5.5, 1]
Warm,M019518,[3.7, 2]
Warm,M031928,[5.7, 1]
Warm,M069091,[4.6, 2]
Warm,M071496,[6.1, 1]
Warm,M081172,[5.3, 2]
Warm,M014027,[3.2, 1]
Warm,M077635,[3.6, 2]
Warm,M015037,[5.6, 2]
Warm,M083438,[2.6, 2]
Warm,M007635,[5.4, 1]
Warm,M080089,[4.2, 2]
Warm,M024343,[4.9, 1]
Warm,M095133,[2.6, 1]
Warm,M012723,[2.2, 1]
Warm,M053004,[5.0, 2]
Warm,M051183,[4.2, 1]
Warm,M035720,[5.9, 1]
Warm,M036729,[5.8, 2]
Warm,M083348,[5.0, 2]
Warm,M089297,[0.5, 1]
Warm,M053874,[5.0, 1]
Warm,M069625,[2.3, 2]
Warm,M032788,[5.4, 1]
Warm,M028087,[6.6, 2]
Warm,M006444,[4.2, 2]
Warm,M023802,[4.4, 1]
Warm,M015981,[4.9, 1]
Warm,M051306,[3.0, 1]
Warm,M003595,[1.7, 1]
Warm,M061893,[4.1, 2]
Warm,M017130,[2.8, 1]
Warm,M078144,[5.9, 2]
Warm,M012920,[3.6, 2]
Warm,M063715,[3.3, 2]
Warm,M018657,[4.5, 1]
Warm,M030351,[6.4, 1]
Warm,M012411,[5.0, 1]
Warm,M047120,[3.6, 2]
Warm,M007207,[3.5, 1]
Warm,M047399,[5.2, 1]
Warm,M045912,[5.3, 2]
Warm,M026068,[2.4, 2]
Warm,M075165,[3.6, 1]
Warm,M040693,[6.6, 2]
Kind,M079006,[6.8, 2]
Kind,M074129,[1.7, 2]
Kind,M099762,[5.4, 1]
Kind,M003194,[1.8, 2]
Kind,M019888,[4.9, 1]
Kind,M080138,[6.1, 1]
Kind,M019518,[5.1, 2]
Kind,M031928,[7.1, 1]
Kind,M069091,[4.5, 2]
Kind,M071496,[6.3, 1]
Kind,M081172,[5.4, 2]
Kind,M014027,[4.1, 1]
Kind,M077635,[4.5, 2]
Kind,M015037,[6.7, 2]
Kind,M083438,[4.1, 2]
Kind,M007635,[6.1, 1]
Kind,M080089,[5.1, 2]
Kind,M024343,[4.5, 1]
Kind,M095133,[3.0, 1]
Kind,M012723,[4.5, 1]
Kind,M053004,[4.5, 2]
Kind,M051183,[4.8, 1]
Kind,M035720,[6.2, 1]
Kind,M036729,[6.4, 2]
Kind,M083348,[5.0, 2]
Kind,M089297,[0.3, 1]
Kind,M053874,[5.0, 1]
Kind,M069625,[4.0, 2]
Kind,M032788,[5.7, 1]
Kind,M028087,[7.0, 2]
Kind,M006444,[4.5, 2]
Kind,M023802,[4.2, 1]
Kind,M015981,[4.7, 1]
Kind,M051306,[3.6, 1]
Kind,M003595,[2.5, 1]
Kind,M061893,[4.7, 2]
Kind,M017130,[3.5, 1]
Kind,M078144,[5.8, 2]
Kind,M012920,[4.1, 2]
Kind,M063715,[4.1, 2]
Kind,M018657,[4.1, 1]
Kind,M030351,[6.0, 1]
Kind,M012411,[5.3, 1]
Kind,M047120,[3.1, 2]
Kind,M007207,[4.3, 1]
Kind,M047399,[4.7, 1]
Kind,M045912,[5.1, 2]
Kind,M026068,[3.2, 2]
Kind,M075165,[4.3, 1]
Kind,M040693,[6.8, 2]
Unfaithful,M079006,[3.5, 2]
Unfaithful,M074129,[1.2, 2]
Unfaithful,M099762,[4.6, 1]
Unfaithful,M003194,[0.8, 2]
Unfaithful,M019888,[5.0, 1]
Unfaithful,M080138,[3.4, 1]
Unfaithful,M019518,[6.6, 2]
Unfaithful,M031928,[5.0, 1]
Unfaithful,M069091,[2.4, 2]
Unfaithful,M071496,[5.6, 1]
Unfaithful,M081172,[2.7, 2]
Unfaithful,M014027,[4.0, 1]
Unfaithful,M077635,[4.1, 2]
Unfaithful,M015037,[2.2, 2]
Unfaithful,M083438,[2.4, 2]
Unfaithful,M007635,[5.1, 1]
Unfaithful,M080089,[4.8, 2]
Unfaithful,M024343,[4.8, 1]
Unfaithful,M095133,[2.9, 1]
Unfaithful,M012723,[2.3, 1]
Unfaithful,M053004,[2.1, 2]
Unfaithful,M051183,[3.8, 1]
Unfaithful,M035720,[5.0, 1]
Unfaithful,M036729,[4.5, 2]
Unfaithful,M083348,[5.0, 2]
Unfaithful,M089297,[1.6, 1]
Unfaithful,M053874,[5.0, 1]
Unfaithful,M069625,[3.5, 2]
Unfaithful,M032788,[5.0, 1]
Unfaithful,M028087,[6.2, 2]
Unfaithful,M006444,[4.3, 2]
Unfaithful,M023802,[5.1, 1]
Unfaithful,M015981,[5.2, 1]
Unfaithful,M051306,[3.2, 1]
Unfaithful,M003595,[5.7, 1]
Unfaithful,M061893,[3.1, 2]
Unfaithful,M017130,[1.9, 1]
Unfaithful,M078144,[5.0, 2]
Unfaithful,M012920,[1.9, 2]
Unfaithful,M063715,[3.1, 2]
Unfaithful,M018657,[5.2, 1]
Unfaithful,M030351,[2.9, 1]
Unfaithful,M012411,[4.9, 1]
Unfaithful,M047120,[1.1, 2]
Unfaithful,M007207,[3.8, 1]
Unfaithful,M047399,[5.9, 1]
Unfaithful,M045912,[4.5, 2]
Unfaithful,M026068,[4.8, 2]
Unfaithful,M075165,[5.2, 1]
Unfaithful,M040693,[3.9, 2]
Trust,M079006,[6.5, 2]
Trust,M074129,[1.8, 2]
Trust,M099762,[5.3, 1]
Trust,M003194,[3.3, 2]
Trust,M019888,[4.2, 1]
Trust,M080138,[5.7, 1]
Trust,M019518,[4.9, 2]
Trust,M031928,[6.3, 1]
Trust,M069091,[3.9, 2]
Trust,M071496,[6.1, 1]
Trust,M081172,[5.7, 2]
Trust,M014027,[3.7, 1]
Trust,M077635,[4.7, 2]
Trust,M015037,[6.4, 2]
Trust,M083438,[3.1, 2]
Trust,M007635,[5.9, 1]
Trust,M080089,[3.9, 2]
Trust,M024343,[5.0, 1]
Trust,M095133,[2.3, 1]
Trust,M012723,[4.2, 1]
Trust,M053004,[5.0, 2]
Trust,M051183,[4.4, 1]
Trust,M035720,[6.0, 1]
Trust,M036729,[6.6, 2]
Trust,M083348,[5.0, 2]
Trust,M089297,[0.3, 1]
Trust,M053874,[5.0, 1]
Trust,M069625,[3.1, 2]
Trust,M032788,[5.6, 1]
Trust,M028087,[6.3, 2]
Trust,M006444,[4.1, 2]
Trust,M023802,[3.8, 1]
Trust,M015981,[4.8, 1]
Trust,M051306,[5.1, 1]
Trust,M003595,[2.5, 1]
Trust,M061893,[4.6, 2]
Trust,M017130,[1.9, 1]
Trust,M078144,[5.7, 2]
Trust,M012920,[3.9, 2]
Trust,M063715,[4.5, 2]
Trust,M018657,[4.0, 1]
Trust,M030351,[6.6, 1]
Trust,M012411,[5.3, 1]
Trust,M047120,[3.8, 2]
Trust,M007207,[4.3, 1]
Trust,M047399,[5.1, 1]
Trust,M045912,[5.4, 2]
Trust,M026068,[2.8, 2]
Trust,M075165,[3.1, 1]
Trust,M040693,[6.9, 2]
